Artist,Caption,Copyright,ImageURL,Photograph Number,Photo Credit,Date,Year,Photo Source,Provenance,Source Record ID,Detected Objects,URL,Born,Died,Camp,Ghetto,Location,Database,Material,Technique,Title,latitude,longitude
Peretz Chorshati,Page of a pictoral memoir drawn by the donor documenting his experiences after the Holocaust.The drawing shows Jewish refugees crossing the border between Poland and Czechoslovakia while pretending to be Greeks.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Peretz Chorshati",https://collections.ushmm.org/iiif-b/assets/719061,pa1174947,"United States Holocaust Memorial Museum, courtesy of Peretz Chorshati",November 1945,1945,United States Holocaust Memorial Museum,Peretz Chorshati,Unknown,"Clothing (0.59), Person (0.58), Man (0.58), Man (0.56), Clothing (0.53), Human face (0.53), Person (0.50), Clothing (0.42), Man (0.42), Footwear (0.41), Clothing (0.40), Person (0.39), Person (0.33), Clothing (0.33), Footwear (0.32), Footwear (0.30), Man (0.29), Poster (0.27), Wheel (0.26), Man (0.23), Man (0.21)",https://collections.ushmm.org/search/catalog/pa1174947,Unknown,Unknown,Nedev,Warsaw,Israel,United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,30.8124247,34.8594762
Peretz Chorshati,"Page of a pictoral memoir drawn by the donor documenting his experiences after the Holocaust.The drawing depicts passengers, who had previously been passengers on the Biriya, on the over-crowded vessel Akbel . The Akbel had difficulty accommodating all the passengers and almost sank.","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Peretz Chorshati",https://collections.ushmm.org/iiif-b/assets/714493,pa1174955,"United States Holocaust Memorial Museum, courtesy of Peretz Chorshati",June 1946,1946,United States Holocaust Memorial Museum,Peretz Chorshati,Unknown,"Person (0.33), Person (0.26), Person (0.20)",https://collections.ushmm.org/search/catalog/pa1174955,Unknown,Unknown,Nedev,Warsaw,Israel,United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,30.8124247,34.8594762
Peretz Chorshati,Page of a pictoral memoir drawn by the donor documenting his experiences after the Holocaust.The drawing depicts a night-time escape by Peretz and some friends from the Athlit detention center.  They boarded a civilan bus that was headed towards Tel Aviv.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Peretz Chorshati",https://collections.ushmm.org/iiif-b/assets/714500,pa1174958,"United States Holocaust Memorial Museum, courtesy of Peretz Chorshati",August 1946,1946,United States Holocaust Memorial Museum,Peretz Chorshati,Unknown,"Land vehicle (0.80), Person (0.68), Wheel (0.47), Person (0.46), Man (0.39), Tree (0.35), Wheel (0.35), Bus (0.27), Clothing (0.27), Man (0.22)",https://collections.ushmm.org/search/catalog/pa1174958,Unknown,Unknown,Nedev,Warsaw,Israel,United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,30.8124247,34.8594762
Wiktor Siminski,"Drawing by Polish POW Wiktor Siminski entitled ""Kapiel"" [Bath].  The drawing depicts the torture of a Sachsenhausen prisoner by SS guards.Wiktor Siminski was a Polish POW imprisoned in Sachsenhausen, who kept a diary about his experience in the camp.  To this journal he added photographs of drawings he made in the camp or shortly thereafter.","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Aleksander Kulisiewicz
Source Record ID: Collections: RG-55.000",https://collections.ushmm.org/iiif-b/assets/781449,pa1119850,"United States Holocaust Memorial Museum, courtesy of Aleksander Kulisiewicz",1940,1940,United States Holocaust Memorial Museum,Aleksander Kulisiewicz,Collections: RG-55.000,"Clothing (0.81), Footwear (0.65), Person (0.59), Footwear (0.57), Clothing (0.56), Human face (0.54), Clothing (0.49), Human face (0.48), Clothing (0.45), Clothing (0.44), Person (0.39), Person (0.31), Clothing (0.30), Poster (0.30), Clothing (0.28), Person (0.25), Man (0.23), Man (0.23), Human face (0.23), Human face (0.22), Person (0.21)",https://collections.ushmm.org/search/catalog/pa1119850,Poland,Unknown,Sachsenhausen,Unknown,"Sachsenhausen, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,52.76717835,13.26253977
Vladimir Matejka,"In 1942 in Dachau, an evening of song given by the Czechoslovakian camp choir was recorded in this drawing by Vladimir Matejka. It was later published in ""Kopf hoch, Kamerad!"" Künstlerische Dokumente aus faschistischen Konzentrationslagern, (""Chin up, mate!"" Artistic documents from Nazi concentration camps)","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Aleksander Kulisiewicz",https://collections.ushmm.org/iiif-b/assets/717789,pa1175031,"United States Holocaust Memorial Museum, courtesy of Aleksander Kulisiewicz",1942 - 1945,"1942, 1943, 1944, 1945",United States Holocaust Memorial Museum,Aleksander Kulisiewicz,Unknown,"Human face (0.61), Clothing (0.49), Person (0.48), Human face (0.47), Person (0.47), Human face (0.40), Poster (0.39), Footwear (0.38), Clothing (0.37), Man (0.36), Person (0.31), Human face (0.30), Clothing (0.28), Clothing (0.28), Clothing (0.24), Human face (0.21), Human face (0.21)",https://collections.ushmm.org/search/catalog/pa1175031,Unknown,Unknown,Dachau,Unknown,"Dachau, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,48.27034528,11.46826165
Hersch Szylis,"""Aspects of Jewish Life"" by Hersch Szylis.Poster on behalf of Rumkowski, head of Judenrat in Lodz ghetto.  Rumkowski's  portrait dominates photograph.","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Ruth Eldar
Source Record ID: Collections: 2005.304.1
        Yad Vashem Photo and Film Archives
Copyright: Agency Agreement
Source Record ID: YV 039E01",https://collections.ushmm.org/iiif-b/assets/742505,pa1106961,"United States Holocaust Memorial Museum, courtesy of Ruth Eldar",1940,1940,United States Holocaust Memorial Museum,Ruth Eldar,Collections: 2005.304.1,"Man (0.94), Human face (0.82), Clothing (0.53), Clothing (0.50), Human face (0.37), Woman (0.37), Man (0.31), Clothing (0.31), Glasses (0.31), Human face (0.30), Clothing (0.27), Person (0.25), Clothing (0.24), Human head (0.23), Human face (0.22), Clothing (0.22), Woman (0.21), Woman (0.20), Clothing (0.20)",https://collections.ushmm.org/search/catalog/pa1106961,Unknown,Unknown,Unknown,Lodz,"Lodz, Poland",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,51.7728245,19.47848593
Julian Feingold,Portrait of Julian Feingold's younger brother.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Julian Feingold",https://collections.ushmm.org/iiif-b/assets/707325,pa1176971,"United States Holocaust Memorial Museum, courtesy of Julian Feingold",Unknown,Unknown,United States Holocaust Memorial Museum,Julian Feingold,Unknown,"Human face (0.99), Man (0.93), Clothing (0.85), Human head (0.29)",https://collections.ushmm.org/search/catalog/pa1176971,Unknown,Unknown,Unknown,Unknown,"Zeilsheim, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,50.0955649,8.4947834
Julian Feingold,Self-portrait of artist Julian Feingold.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Julian Feingold",https://collections.ushmm.org/iiif-b/assets/707316,pa1176972,"United States Holocaust Memorial Museum, courtesy of Julian Feingold",Circa 1946,1946,United States Holocaust Memorial Museum,Julian Feingold,Unknown,"Man (0.95), Clothing (0.88), Human face (0.87), Poster (0.22), Human hair (0.22)",https://collections.ushmm.org/search/catalog/pa1176972,Unknown,Unknown,Unknown,Unknown,"Zeilsheim, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,50.0955649,8.4947834
Peretz Chorshati,Page of a pictoral memoir drawn by the donor documenting his experiences after the Holocaust showing the artist searching unsuccessfully in the ruins of the detroyed Warsaw ghetto for any relatives.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Peretz Chorshati",https://collections.ushmm.org/iiif-b/assets/719072,pa1174942,"United States Holocaust Memorial Museum, courtesy of Peretz Chorshati",August 1945,1945,United States Holocaust Memorial Museum,Peretz Chorshati,Unknown,"Clothing (0.79), Person (0.64), Man (0.63), Person (0.57), Person (0.43), Poster (0.30), Clothing (0.29), Person (0.28), Clothing (0.27), Person (0.26), Vehicle (0.22)",https://collections.ushmm.org/search/catalog/pa1174942,Unknown,Unknown,Nedev,Warsaw,Israel,United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,30.8124247,34.8594762
Julian Feingold,Watercolor by Julian Feingold of an unidentified concentration camp.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Julian Feingold",https://collections.ushmm.org/iiif-b/assets/707308,pa1176974,"United States Holocaust Memorial Museum, courtesy of Julian Feingold",1945,1946,United States Holocaust Memorial Museum,Julian Feingold,Unknown,"House (0.26), Airplane (0.24), House (0.21), Building (0.21)",https://collections.ushmm.org/search/catalog/pa1176974,Unknown,Unknown,Unknown,Unknown,"Zeilsheim, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,50.0955649,8.4947834
Julian Feingold,Caricature by by Julian Feingold of  showing Afro-American soldiers dancing with women.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Julian Feingold",https://collections.ushmm.org/iiif-b/assets/707303,pa1176970,"United States Holocaust Memorial Museum, courtesy of Julian Feingold",Circa 1946,1946,United States Holocaust Memorial Museum,Julian Feingold,Unknown,"Human face (0.71), Man (0.69), Man (0.65), Clothing (0.60), Clothing (0.49), Human face (0.49), Man (0.46), Man (0.43), Clothing (0.41), Man (0.39), Clothing (0.36), Clothing (0.36), Man (0.35), Human face (0.34), Human face (0.34), Human face (0.33), Human face (0.32), Human face (0.29), Human face (0.27), Clothing (0.27), Clothing (0.24), Woman (0.22), Human face (0.22), Woman (0.21), Clothing (0.21), Woman (0.21)",https://collections.ushmm.org/search/catalog/pa1176970,Unknown,Unknown,Unknown,Unknown,"Zeilsheim, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,50.0955649,8.4947834
George L. Salton,Drawing of an execution at a mass open grave by George L. Salton.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: George L Salton
Source Record ID: Collections: 1988.14.3",https://collections.ushmm.org/iiif-b/assets/782615,pa1092760,"United States Holocaust Memorial Museum, courtesy of George L Salton",1946,1946,United States Holocaust Memorial Museum,George L Salton,Collections: 1988.14.3,"Person (0.58), Man (0.55), Clothing (0.46), Clothing (0.44), Person (0.44), Person (0.42), Clothing (0.42), Person (0.34), Footwear (0.34), Person (0.33), Clothing (0.32), Clothing (0.29), Person (0.27), Dog (0.27), Human face (0.27), Clothing (0.27), Clothing (0.26), Clothing (0.26), Footwear (0.25), Man (0.24), Man (0.24), Poster (0.23), Person (0.23), Person (0.23), Person (0.21), Clothing (0.20), Clothing (0.20), Footwear (0.20)",https://collections.ushmm.org/search/catalog/pa1092760,Unknown,Unknown,Unknown,Unknown,"Neustadt, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,49.3539802,8.1350021
Leon Tsevery,"Graphic entitled ""Chez les hébergés au camp de Pithiviers"" with the name of Pithiviers internee Symon Finifter.","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Leon Tsevery",https://collections.ushmm.org/iiif-b/assets/781920,pa1142988,"United States Holocaust Memorial Museum, courtesy of Leon Tsevery",1941 May 14,1941,United States Holocaust Memorial Museum,Leon Tsevery,Unknown,"Person (0.56), Poster (0.56), Clothing (0.42), Person (0.42), Person (0.41), Clothing (0.40), Clothing (0.39), Man (0.38), Clothing (0.35), Person (0.33), Clothing (0.32), Person (0.32), Man (0.32), Person (0.30), Clothing (0.28), Clothing (0.27), Person (0.26), Clothing (0.25), Man (0.25), Clothing (0.25), Clothing (0.24), Person (0.24), Person (0.23), Person (0.23), Person (0.23), Man (0.22)",https://collections.ushmm.org/search/catalog/pa1142988,Unknown,Unknown,Pithiviers,Unknown,"Pithiviers, Loiret, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,48.1738051,2.2544871
Ervin Abadi,"""Part of the Lager"" (Bergen Belsen) by Ervin Abadi. Watercolor, ink and colored graphite pencil drawing.Ervin Abadi, a Hungarian Jew from Budapest, was an aspiring young artist when WWII began.  He was drafted into the Hungarian labor service in the early 1940s.  Abadi managed to escape, but  was recaptured and immediately deported to Bergen-Belsen.  When the camp was liberated, his condition was such that he required extended hospitalization.  During his convalescence, he created dozens of works of holocaust art, including ink drawings, pencil and ink sketches and  watercolors.After recuperating Abadi returned to Budapest, where he published a collection of his watercolors in 1946.  After becoming disillusioned with the communist regime in Hungary, he moved to Israel, where he continued to publish in Hungarian and Hebrew.  He died in Israel in 1980.","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: George Bozoki
Source Record ID: Collections: 1992.193",https://collections.ushmm.org/iiif-b/assets/699416,pa1107521,"United States Holocaust Memorial Museum, courtesy of George Bozoki",Circa 1945,1945,United States Holocaust Memorial Museum,George Bozoki,Collections: 1992.193,"House (0.86), Person (0.72), Person (0.72), Person (0.59), Tree (0.58), Person (0.58), Person (0.55), Person (0.43), Person (0.41), Person (0.41), Person (0.40), House (0.38), Tree (0.37), Person (0.33), Person (0.33), Person (0.31), Person (0.30), Person (0.29)",https://collections.ushmm.org/search/catalog/pa1107521,"Budapest, Hungary",Israel,Bergen-Belsen,Unknown,"Bergen-Belsen, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,52.7580569,9.9117992
Julian Feingold,Cartoon sketch by Julian Feingold of a US Army photographer with a crowd of survivors in the background.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Julian Feingold",https://collections.ushmm.org/iiif-b/assets/707323,pa1176973,"United States Holocaust Memorial Museum, courtesy of Julian Feingold",Unknown,Unknown,United States Holocaust Memorial Museum,Julian Feingold,Unknown,"Person (0.59), Clothing (0.51), Clothing (0.47), Clothing (0.41), Person (0.40), Clothing (0.33), Clothing (0.28), Human face (0.28), Clothing (0.28), Person (0.27), Person (0.25), Clothing (0.25), Human face (0.23), Clothing (0.22), Man (0.21), Human face (0.20)",https://collections.ushmm.org/search/catalog/pa1176973,Unknown,Unknown,Unknown,Unknown,"Zeilsheim, Germany",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,50.0955649,8.4947834
Eva Liebhold,Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708687,pa1174022,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Person (0.54), Person (0.42), Clothing (0.39), Person (0.36), Person (0.36), Person (0.35), Person (0.33), Person (0.33), Person (0.33), Clothing (0.33), Person (0.33), Clothing (0.31), Poster (0.30), Clothing (0.28), Person (0.28), Clothing (0.26), Person (0.24), Clothing (0.24), Clothing (0.23), Clothing (0.21), Clothing (0.21), Person (0.20), Picture frame (0.20)",https://collections.ushmm.org/search/catalog/pa1174022,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""When cooking.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708698,pa1174013,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1944",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Person (0.72), Clothing (0.72), Person (0.60), Clothing (0.50)",https://collections.ushmm.org/search/catalog/pa1174013,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Distributing tickets.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708691,pa1174021,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1945",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Woman (0.65), Clothing (0.60), Clothing (0.60), Dress (0.53), Clothing (0.48), Person (0.47), Clothing (0.47), Person (0.44), Poster (0.41), Clothing (0.41), Person (0.40), Woman (0.37), Person (0.36), Woman (0.35), Person (0.34), Clothing (0.34), Clothing (0.33), Dress (0.29), Dress (0.29), Woman (0.28), Person (0.28), Woman (0.27), Human face (0.23), Woman (0.23), Person (0.23), Dress (0.22), Person (0.21)",https://collections.ushmm.org/search/catalog/pa1174021,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""The marmalade is beaten.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708704,pa1174016,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1946",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Person (0.83), Poster (0.73), Clothing (0.70), Clothing (0.67), Person (0.60), Human face (0.21)",https://collections.ushmm.org/search/catalog/pa1174016,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""In the washroom"".","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/717633,pa1174023,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1947",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Clothing (0.71), Person (0.65), Person (0.56), Person (0.52), Poster (0.49), Clothing (0.47), Clothing (0.30), Clothing (0.27), Woman (0.24)",https://collections.ushmm.org/search/catalog/pa1174023,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Trench Duty.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708699,pa1174018,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1948",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Person (0.71), Person (0.63), Clothing (0.60), Footwear (0.57), Clothing (0.55), Person (0.34), Poster (0.25), Clothing (0.25)",https://collections.ushmm.org/search/catalog/pa1174018,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Willy Fogel,Sketch of two young children drawn by Aba Sztern in the Beaune-la-Rolande transit camp.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Willy Fogel",https://collections.ushmm.org/iiif-b/assets/729716,pa1140266,"United States Holocaust Memorial Museum, courtesy of Willy Fogel",1941,1941,United States Holocaust Memorial Museum,Willy Fogel,Unknown,"Footwear (0.83), Human face (0.72), Clothing (0.72), Footwear (0.68), Clothing (0.63), Human face (0.62), Woman (0.40), Person (0.39), Man (0.37), Boy (0.36), Man (0.27), Footwear (0.24), Person (0.21)",https://collections.ushmm.org/search/catalog/pa1140266,Unknown,Unknown,Beaune-la-Rolande,Unknown,"Beaune-la-Rolande, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,48.06949,2.42804
Unknown,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Our desire: the barrier is opened into freedom.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/719151,pa1174024,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Poster (0.75), Person (0.65), Person (0.50), Person (0.50), Clothing (0.37), Clothing (0.37), Person (0.25)",https://collections.ushmm.org/search/catalog/pa1174024,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""At the Cantine.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/715199,pa1174272,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Clothing (0.69), Clothing (0.63), Clothing (0.61), Person (0.59), Clothing (0.58), Person (0.55), Clothing (0.49), Clothing (0.46), Person (0.42), Poster (0.37), Clothing (0.37), Person (0.36), Person (0.34), Person (0.33), Person (0.29), Human face (0.28), Woman (0.28), Woman (0.28), Clothing (0.27)",https://collections.ushmm.org/search/catalog/pa1174272,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Bread distribution"".","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708689,pa1174017,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Person (0.84), Clothing (0.80), Clothing (0.66), Clothing (0.61), Person (0.53), Clothing (0.50), Furniture (0.46), Person (0.43), Person (0.31), Woman (0.24), Human face (0.23)",https://collections.ushmm.org/search/catalog/pa1174017,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Hanging up the wash"".","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708700,pa1174019,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Clothing (0.89), Person (0.77), Poster (0.53)",https://collections.ushmm.org/search/catalog/pa1174019,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page shows two prisoners carrying a large pot of coffee.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708693,pa1174015,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Person (0.62), Clothing (0.54), Clothing (0.54), Woman (0.39), Person (0.34), Dress (0.33), Man (0.32), Poster (0.32), Girl (0.21)",https://collections.ushmm.org/search/catalog/pa1174015,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Food distribution"".","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708696,pa1174020,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Clothing (0.74), Clothing (0.62), Poster (0.57), Woman (0.56), Person (0.52), Woman (0.43), Person (0.39), Waste container (0.33), Person (0.21), Human face (0.21)",https://collections.ushmm.org/search/catalog/pa1174020,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled  ""The way to Hochburg.""","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/715185,pa1174273,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Picture frame (0.67), Poster (0.55), House (0.34), Table (0.30), House (0.27), Window (0.24)",https://collections.ushmm.org/search/catalog/pa1174273,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page shows the exterior of a barrack.,"United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708703,pa1174012,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Book (0.63), Window (0.23), Vehicle (0.22), Envelope (0.21)",https://collections.ushmm.org/search/catalog/pa1174012,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
Eva Liebhold,"Page from the memoirs of Camp de Gurs illustrated by Eva Liebhold.This page is entitled ""Our villa"" and shows the interior of a barrack.","United States Holocaust Memorial Museum
Copyright: United States Holocaust Memorial Museum
Provenance: Richard Weilheimer
Second Provenance: Guillaume Liebhold",https://collections.ushmm.org/iiif-b/assets/708694,pa1174011,"United States Holocaust Memorial Museum, courtesy of Richard Weilheimer",October 1940 - March 1943,"1940, 1941, 1942, 1943",United States Holocaust Memorial Museum,Richard Weilheimer,Unknown,"Clothing (0.73), Person (0.62), Table (0.54), Picture frame (0.54), Person (0.51), Furniture (0.45), Wheel (0.42), Table (0.39), Person (0.36), Poster (0.35), Person (0.34), Person (0.32), Table (0.25)",https://collections.ushmm.org/search/catalog/pa1174011,Unknown,Unknown,Gurs,Unknown,"Gurs, France",United States Holocaust Memorial Museum,Unknown,Unknown,Unknown,43.2885155,-0.7548549
